DateTimeISO8601,OpType,Concurrency,NodeCount,ConcurrencyCurr,ConcurrencyMean,CountSucc,CountFail,Size,StepDuration[s],DurationSum[s],TPAvg[op/s],TPLast[op/s],BWAvg[MB/s],BWLast[MB/s],DurationAvg[us],DurationMin[us],DurationQ_0.25[us],DurationQ_0.5[us],DurationQ_0.75[us],DurationMax[us],LatencyAvg[us],LatencyMin[us],LatencyQ_0.25[us],LatencyQ_0.5[us],LatencyQ_0.75[us],LatencyMax[us]
"2026-04-28T17:41:14,025",CREATE,32,1,0,30.270916334661354,33,1,33792,121.026,718.987273,0.2727272727272727,3.792723352971346,2.6633522727272725E-4,0.00370383139938608,2.178749312121212E7,3464,6798,10526,571349,119235927,2.178749212121212E7,3464,6797,10524,571348,119235926
