DateTimeISO8601,OpType,Concurrency,NodeCount,ConcurrencyCurr,ConcurrencyMean,CountSucc,CountFail,Size,StepDuration[s],DurationSum[s],TPAvg[op/s],TPLast[op/s],BWAvg[MB/s],BWLast[MB/s],DurationAvg[us],DurationMin[us],DurationLoQ[us],DurationMed[us],DurationHiQ[us],DurationMax[us],LatencyAvg[us],LatencyMin[us],LatencyLoQ[us],LatencyMed[us],LatencyHiQ[us],LatencyMax[us]
"2026-04-28T17:32:24,757",CREATE,1,1,0,0.0,0,0,0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0
"2026-04-28T17:32:25,762",CREATE,1,1,1,0.8,184,0,188416,1.009,0.759235,184.0,182.0,0.1796875,0.177734375,4388.641618497109,2205,22563,4387.7341040462425,2205,22560
"2026-04-28T17:32:26,765",CREATE,1,1,1,0.9,486,0,497664,2.012,1.706333,243.0,255.95810538294126,0.2373046875,0.24995908728802857,3510.9732510288068,2112,22563,3510.090534979424,2112,22560
"2026-04-28T17:32:27,765",CREATE,1,1,1,0.9310344827586207,794,0,813056,3.012,2.570135,264.6666666666667,289.4869774496019,0.2584635416666667,0.28270212641562686,3312.0296391752577,2018,22563,3311.2384020618556,2018,22560
"2026-04-28T17:32:28,774",CREATE,1,1,1,0.9487179487179487,1155,0,1182720,4.021,3.554,288.75,334.0597086688502,0.281982421875,0.326230184246924,3114.811568799299,1865,22563,3114.1673970201578,1864,22560
"2026-04-28T17:32:29,776",CREATE,1,1,1,0.9591836734693877,1503,0,1539072,5.023,4.526903,300.6,340.9752917388438,0.2935546875,0.33298368333871464,3023.9832999331998,1860,22563,3023.429525718103,1860,22560
"2026-04-28T17:32:30,776",CREATE,1,1,1,0.9655172413793104,1813,0,1856512,6.023,5.387561,302.1666666666667,322.0272935738368,0.2950846354166667,0.3144797788807,3013.177293064877,1719,22563,3012.645413870246,1718,22560
"2026-04-28T17:32:31,780",CREATE,1,1,1,0.9705882352941176,2207,0,2259968,7.027,6.358122,315.2857142857143,363.7299976273755,0.30789620535714285,0.3552050758079839,2927.3121546961324,1642,22563,2926.8153775322285,1642,22560
"2026-04-28T17:32:32,784",CREATE,1,1,1,0.9743589743589743,2637,1,2700288,8.031,7.327871,329.625,403.7242668842431,0.3218994140625,0.39426197937914365,2814.082565284178,1586,22563,2813.6190476190477,1586,22560
"2026-04-28T17:32:33,787",CREATE,1,1,1,0.9772727272727273,3102,1,3176448,9.034,8.304049,344.6666666666667,443.0900381028335,0.3365885416666667,0.43270511533479833,2702.261308167914,1480,22563,2701.8044256426942,1480,22560
"2026-04-28T17:32:34,788",CREATE,1,1,1,0.9795918367346939,3517,2,3601408,10.034,9.226267,351.7,426.597988637412,0.34345703125,0.41659959827872267,2630.064709236032,1480,22563,2629.6242873432157,1480,22560
"2026-04-28T17:32:35,792",CREATE,1,1,1,0.9813084112149533,3903,2,3996672,11.039,10.062747,354.8181818181818,399.03880369613,0.3465021306818182,0.38968633173450196,2598.178931061193,1480,22563,2597.749548153886,1480,22560
"2026-04-28T17:32:36,794",CREATE,1,1,1,0.9829059829059829,4233,2,4334592,12.041,11.000765,352.75,356.6621976405344,0.344482421875,0.34830292738333435,2605.5814779725247,1480,22563,2605.152771198484,1480,22560
"2026-04-28T17:32:37,801",CREATE,1,1,1,0.984251968503937,4609,2,4719616,13.048,11.895904,354.53846153846155,370.78238175100165,0.34622896634615385,0.36209216967871255,2581.016272510306,1480,22563,2580.590583640703,1480,22560
"2026-04-28T17:32:38,804",CREATE,1,1,1,0.9852941176470589,5045,2,5166080,14.051,12.772435,360.35714285714283,403.7902117792548,0.35191127232142855,0.3943263786906785,2552.445043964828,1480,22563,2552.027977617906,1480,22560
"2026-04-28T17:32:39,809",CREATE,1,1,1,0.9863013698630136,5479,2,5610496,15.056,13.754945,365.26666666666665,422.8864399914446,0.35670572916666665,0.4129750390541451,2526.6247244673036,1480,22563,2526.2068332108743,1480,22560
"2026-04-28T17:32:40,816",CREATE,1,1,1,0.9871794871794872,5937,2,6079488,16.063,14.746965,371.0625,441.2897198135414,0.36236572265625,0.43094699200541153,2496.1010494245093,1480,22563,2495.690589031821,1480,22560
"2026-04-28T17:32:41,818",CREATE,1,1,1,0.9879518072289156,6404,2,6557696,17.065,15.726849,376.70588235294116,458.17383705147296,0.3678768382352941,0.44743538774557906,2464.6370474847204,1480,22563,2464.232565428616,1480,22560
"2026-04-28T17:32:42,823",CREATE,1,1,1,0.9886363636363636,6832,2,6995968,18.069,16.712466,379.55555555555554,437.8360931948369,0.3706597222222222,0.4275743097605829,2451.9463028169016,1480,22563,2451.5567781690143,1480,22560
"2026-04-28T17:32:43,822",CREATE,1,1,1,0.989247311827957,7224,2,7397376,19.069,17.651545,380.2105263157895,412.02275914414156,0.37129934210526316,0.40236597572670074,2446.167544345898,1480,22563,2445.7876940133037,1480,22560
"2026-04-28T17:32:44,831",CREATE,1,1,1,0.9897959183673469,7634,2,7817216,20.078,18.622744,381.7,403.7908053564571,0.37275390625,0.39432695835591514,2439.4477338223737,1480,22563,2439.079119727535,1480,22560
"2026-04-28T17:32:45,835",CREATE,1,1,1,0.9902439024390244,8103,2,8297472,21.082,19.506464,385.85714285714283,443.7466367976365,0.37681361607142855,0.4333463249976919,2420.4571286760142,1480,22563,2420.096165777392,1480,22560
"2026-04-28T17:32:46,838",CREATE,1,1,1,0.9906976744186047,8581,2,8786944,22.084,20.487501,390.04545454545456,462.87040965155785,0.38090376420454547,0.45202188442534946,2398.7239199157007,1480,22563,2398.3732584006557,1480,22560
"2026-04-28T17:32:47,839",CREATE,1,1,1,0.9911111111111112,9072,2,9289728,23.086,21.465538,394.4347826086956,481.2838225810621,0.3851902173913043,0.47000373298931847,2375.2946774372026,1480,22563,2374.952528493969,1480,22560
"2026-04-28T17:32:48,842",CREATE,1,1,1,0.9914893617021276,9555,2,9784320,24.089,22.443075,398.125,484.26501528665574,0.3887939453125,0.47291505399087475,2355.73370420909,1480,22563,2355.399181274273,1480,22560
"2026-04-28T17:32:49,848",CREATE,1,1,1,0.9918367346938776,9969,2,10208256,25.095,23.429232,398.76,433.5278489692722,0.3894140625,0.4233670400090549,2356.354420195112,1480,22563,2356.027054208991,1480,22560
"2026-04-28T17:32:50,856",CREATE,1,1,1,0.9921568627450981,10445,2,10695680,26.102,24.386919,401.7307692307692,468.592936078238,0.3923152043269231,0.4576102891389043,2336.807110003833,1463,22563,2336.4863932541202,1463,22560
"2026-04-28T17:32:51,860",CREATE,1,1,1,0.9924528301886792,10922,2,11184128,27.107,25.370199,404.51851851851853,463.79328508131266,0.39503761574074076,0.4529231299622194,2324.9815799120233,1463,22563,2324.6663306451615,1463,22560
"2026-04-28T17:32:52,863",CREATE,1,1,1,0.9927272727272727,11402,2,11675648,28.11,26.363183,407.2142857142857,472.7736416548313,0.39767020089285715,0.4616930094285462,2312.1542711804946,1463,22563,2311.84432555692,1463,22560
"2026-04-28T17:32:53,863",CREATE,1,1,1,0.9929577464788732,11892,2,12177408,29.11,27.261311,410.0689655172414,484.9270180362174,0.40045797413793105,0.4735615410509936,2298.7866599207355,1463,22563,2298.4810692301207,1463,22560
"2026-04-28T17:32:54,864",CREATE,1,1,1,0.9931972789115646,12386,2,12683264,30.111,28.238539,412.8666666666667,488.76587478891946,0.4031901041666667,0.47731042459855416,2285.411055357721,1463,22563,2285.1103917125283,1463,22560
"2026-04-28T17:32:55,868",CREATE,1,1,1,0.993421052631579,12776,2,13082624,31.114,29.227016,412.1290322580645,436.4478637654133,0.4024697580645161,0.4262186169584114,2290.339001645639,1463,22563,2290.040200611237,1463,22560
"2026-04-28T17:32:56,870",CREATE,1,1,1,0.9936305732484076,13207,2,13523968,32.117,30.188609,412.71875,423.52234869517,0.403045654296875,0.413596043647627,2288.0558587236624,1463,22563,2287.760497195695,1463,22560
"2026-04-28T17:32:57,872",CREATE,1,1,1,0.9938271604938271,13678,3,14006272,33.119,31.168745,414.4848484848485,449.74122481687516,0.40477035984848486,0.43920041486022965,2280.4173983026044,1463,22563,2280.1265730172668,1463,22560
"2026-04-28T17:32:58,881",CREATE,1,1,1,0.993993993993994,14206,3,14546944,34.128,32.073094,417.8235294117647,494.78536160707057,0.40803079044117646,0.48318882969440485,2265.2089836852883,1411,22563,2264.922169644749,1411,22560
"2026-04-28T17:32:59,881",CREATE,1,1,1,0.9941690962099126,14699,3,15051776,35.128,33.079238,419.9714285714286,496.8174006244409,0.41012834821428573,0.48517324279730556,2254.121839863714,1411,22563,2253.838841567291,1411,22560
"2026-04-28T17:33:00,881",CREATE,1,1,1,0.9943342776203966,15188,3,15552512,36.128,34.054321,421.8888888888889,490.61161985547545,0.4120008680555556,0.47911291001511275,2245.1424709915614,1411,22563,2244.8631988396623,1411,22560
"2026-04-28T17:33:01,883",CREATE,1,1,1,0.9944903581267218,15670,3,16046080,37.129,35.032482,423.5135135135135,491.48924348829877,0.4135874155405405,0.47996996434404177,2237.4964552596284,1411,22563,2237.220731940985,1411,22560
"2026-04-28T17:33:02,887",CREATE,1,1,1,0.9946380697050938,16165,3,16552960,38.134,36.030347,425.39473684210526,484.8587770327865,0.4154245476973684,0.4734948994460806,2228.911042375503,1402,22563,2228.6373646767706,1402,22560
"2026-04-28T17:33:03,896",CREATE,1,1,1,0.9947643979057592,16712,3,17113088,39.143,36.911821,428.5128205128205,517.8183160328259,0.41846955128205127,0.5056819492508066,2215.329552274637,1402,22563,2215.0595966870724,1402,22560
"2026-04-28T17:33:04,897",CREATE,1,1,1,0.9948979591836735,17250,3,17664000,40.143,37.894739,431.25,529.3113322626002,0.421142578125,0.5169055979126955,2201.7743884724887,1387,22563,2201.508279588635,1387,22560
"2026-04-28T17:33:05,905",CREATE,1,1,1,0.9950248756218906,17792,3,18219008,41.152,38.879073,433.9512195121951,537.3321000035552,0.42378048780487804,0.5247383789097219,2189.2602624021624,1365,22563,2188.9964525029563,1365,22560
"2026-04-28T17:33:06,907",CREATE,1,1,1,0.9951456310679612,18314,3,18753536,42.153,39.863285,436.04761904761904,529.5367260577782,0.42582775297619047,0.517125709040799,2178.916917190489,1365,22563,2178.6560262366766,1365,22560
"2026-04-28T17:33:07,910",CREATE,1,1,1,0.995260663507109,18784,4,19234816,43.156,40.845548,436.83720930232556,500.75202533491256,0.4265988372093023,0.48901564974112555,2175.99211549731,1365,22563,2175.7320334558626,1365,22560
"2026-04-28T17:33:08,912",CREATE,1,1,1,0.9953703703703703,19208,4,19668992,44.159,41.838776,436.54545454545456,444.6500454830413,0.42631392045454547,0.43422856004203253,2178.762485028381,1365,22563,2178.5037754517525,1365,22560
"2026-04-28T17:33:09,920",CREATE,1,1,1,0.9954648526077098,19670,4,20142080,45.166,42.72806,437.1111111111111,450.56034395732286,0.4268663194444444,0.4400003358958231,2178.002854521358,1365,22563,2177.7457946783566,1365,22560
"2026-04-28T17:33:10,928",CREATE,1,1,1,0.9933481152993349,20205,4,20689920,46.175,43.734525,439.2391304347826,497.6151809340255,0.4289444633152174,0.48595232513088427,2168.1882405433544,1352,22563,2167.9329235040404,1352,22560
"2026-04-28T17:33:11,928",CREATE,1,1,1,0.9934924078091106,20744,4,21241856,47.175,44.732829,441.36170212765956,525.0396170066851,0.43101728723404253,0.512734000983091,2157.9829707173526,1352,22563,2157.7298470741475,1352,22560
"2026-04-28T17:33:12,937",CREATE,1,1,1,0.9936305732484076,21268,4,21778432,48.184,45.728024,443.0833333333333,523.1182126057946,0.4326985677083333,0.5108576294978463,2150.6925030570974,1352,22563,2150.441350766626,1352,22560
"2026-04-28T17:33:13,946",CREATE,1,1,1,0.99375,21782,5,22304768,49.193,46.625392,444.53061224489795,512.9295590461022,0.43411192602040816,0.5009077725059592,2145.17561536692,1352,22563,2144.925511847251,1352,22560
"2026-04-28T17:33:14,947",CREATE,1,1,1,0.9938775510204082,22250,5,22784000,50.193,47.614004,445.0,492.74622833873065,0.4345703125,0.48119748861204165,2143.3267611973893,1352,22563,2143.0783704704027,1352,22560
"2026-04-28T17:33:15,946",CREATE,1,1,1,0.994,22749,5,23294976,51.193,48.599602,446.05882352941177,492.2745220642385,0.4356043198529412,0.4807368379533579,2138.784579500946,1352,22563,2138.537913127668,1352,22560
"2026-04-28T17:33:16,955",CREATE,1,1,1,0.9941176470588236,23299,5,23858176,52.202,49.582501,448.0576923076923,521.8106572885235,0.4375563401442308,0.5095807200083238,2130.1070155088714,1352,22563,2129.862009709155,1352,22560
"2026-04-28T17:33:17,965",CREATE,1,1,1,0.9942307692307693,23833,5,24404992,53.211,50.575521,449.6792452830189,528.2515502973977,0.4391398879716981,0.5158706545873024,2122.9702808210554,1352,22563,2122.7267766444193,1352,22560
