DateTimeISO8601,OpType,Concurrency,NodeCount,ConcurrencyCurr,ConcurrencyMean,CountSucc,CountFail,Size,StepDuration[s],DurationSum[s],TPAvg[op/s],TPLast[op/s],BWAvg[MB/s],BWLast[MB/s],DurationAvg[us],DurationMin[us],DurationQ_0.25[us],DurationQ_0.5[us],DurationQ_0.75[us],DurationMax[us],LatencyAvg[us],LatencyMin[us],LatencyQ_0.25[us],LatencyQ_0.5[us],LatencyQ_0.75[us],LatencyMax[us]
"2026-04-28T17:25:03,203",CREATE,4,1,0,3.8316831683168315,56317,11,57668608,31.018,114.205442,1816.6774193548388,766.0584345093976,1.7740990423387097,0.7481039399505836,2027.9035104852887,1215,1581,1717,2042,26602,2027.68870856047,1215,1581,1716,2042,26596
