DateTimeISO8601,OpType,Concurrency,NodeCount,ConcurrencyCurr,ConcurrencyMean,CountSucc,CountFail,Size,StepDuration[s],DurationSum[s],TPAvg[op/s],TPLast[op/s],BWAvg[MB/s],BWLast[MB/s],DurationAvg[us],DurationMin[us],DurationQ_0.25[us],DurationQ_0.5[us],DurationQ_0.75[us],DurationMax[us],LatencyAvg[us],LatencyMin[us],LatencyQ_0.25[us],LatencyQ_0.5[us],LatencyQ_0.75[us],LatencyMax[us]
"2026-04-28T17:24:22,534",CREATE,1,1,0,0.9537953795379538,11960,1,12247040,31.02,28.24013,385.80645161290323,177.85543502169992,0.3767641129032258,0.17368694826337883,2361.214882943144,1481,1901,2068,2396,231196,2360.8896321070233,1481,1900,2067,2396,231192
