DateTimeISO8601,OpType,Concurrency,NodeCount,ConcurrencyCurr,ConcurrencyMean,CountSucc,CountFail,Size,StepDuration[s],DurationSum[s],TPAvg[op/s],TPLast[op/s],BWAvg[MB/s],BWLast[MB/s],DurationAvg[us],DurationMin[us],DurationQ_0.25[us],DurationQ_0.5[us],DurationQ_0.75[us],DurationMax[us],LatencyAvg[us],LatencyMin[us],LatencyQ_0.25[us],LatencyQ_0.5[us],LatencyQ_0.75[us],LatencyMax[us]
"2026-04-28T17:49:40,489",READ,8,1,0,5.863829787234042,34,6,34816,121.008,0.289806,0.2809917355371901,2.6070003450654857E-51,2.744059917355372E-4,2.5458987744780133E-54,8523.70588235294,2862,4606,6210,9019,52559,8142.0,2837,4578,5707,8826,47722
